,original_index,current_dataindex
189,5254,189
190,23232,190
191,22886,191
192,4410,192
193,22420,193
194,8825,194
195,14843,195
196,11306,196
197,25041,197
198,28249,198
199,35938,199
200,9152,200
201,25215,201
202,2080,202
203,12218,203
204,38266,204
205,20521,205
206,28966,206
207,8192,207
208,48993,208
209,8400,209
210,44244,210
211,32946,211
212,25693,212
213,22389,213
214,45559,214
215,36020,215
216,30202,216
217,45058,217
218,27770,218
219,25956,219
220,28682,220
221,13340,221
222,10268,222
223,18819,223
224,13242,224
225,33242,225
226,46621,226
227,32488,227
228,47411,228
229,43641,229
230,49664,230
231,19003,231
232,25381,232
233,31327,233
234,29915,234
235,29352,235
236,5020,236
237,15648,237
238,20059,238
239,39533,239
240,40706,240
241,11659,241
242,34579,242
243,8680,243
244,10433,244
245,38290,245
246,15657,246
247,1305,247
248,23728,248
249,47465,249
250,45057,250
251,29177,251
252,39113,252
253,42475,253
254,46304,254
255,623,255
256,25936,256
257,42201,257
258,15937,258
259,1153,259
260,45133,260
261,12185,261
262,1837,262
263,46147,263
264,31520,264
265,6966,265
266,9746,266
267,37537,267
268,12025,268
269,1930,269
270,44138,270
271,18355,271
272,45152,272
273,45260,273
274,23646,274
275,38503,275
276,23690,276
277,39581,277
278,27314,278
279,16638,279
280,13537,280
281,21848,281
282,24787,282
283,28142,283
284,9141,284
285,24469,285
286,271,286
287,33508,287
288,21986,288
289,12999,289
290,36713,290
291,5574,291
292,18304,292
293,43238,293
294,23434,294
295,36075,295
296,30808,296
297,38713,297
298,23008,298
299,28649,299
300,17813,300
301,9800,301
302,27408,302
303,30030,303
304,1797,304
305,38155,305
306,14380,306
307,32990,307
308,46746,308
309,28790,309
310,1918,310
311,27083,311
312,25438,312
313,15147,313
314,15916,314
315,6090,315
316,18171,316
317,25450,317
318,45765,318
319,20960,319
320,25071,320
321,40192,321
322,14090,322
323,28624,323
324,30938,324
325,43895,325
326,27034,326
327,20412,327
328,44902,328
329,4461,329
330,47731,330
331,27108,331
332,29760,332
333,2344,333
334,10470,334
335,34010,335
336,16049,336
337,223,337
338,45300,338
339,19642,339
340,14795,340
341,31139,341
342,6062,342
343,18051,343
344,49307,344
345,9756,345
346,29715,346
347,3077,347
348,48938,348
349,9113,349
350,23207,350
351,14715,351
352,42882,352
353,27999,353
354,33546,354
355,33617,355
356,1407,356
357,11459,357
358,45595,358
359,33853,359
360,35084,360
361,15450,361
362,25515,362
363,2755,363
364,16301,364
365,48310,365
366,27649,366
367,1511,367
368,17079,368
369,38781,369
370,32848,370
371,38072,371
372,11505,372
373,14169,373
374,4323,374
375,16358,375
376,36808,376
377,4453,377
378,7783,378
379,12685,379
380,11582,380
381,48810,381
382,20351,382
383,6361,383
384,39737,384
385,19529,385
386,43054,386
387,32536,387
388,21258,388
389,31156,389
390,16076,390
391,22771,391
392,33682,392
393,36073,393
394,16167,394
395,37545,395
396,16968,396
397,46579,397
398,16491,398
399,46478,399
400,42873,400
401,48367,401
402,9225,402
403,20940,403
404,41538,404
405,36711,405
406,31272,406
407,30439,407
408,17318,408
409,2504,409
410,5967,410
411,28690,411
412,10620,412
413,22407,413
414,21954,414
415,18708,415
416,25657,416
417,46822,417
418,8240,418
419,8583,419
420,24239,420
421,47432,421
422,7792,422
423,10060,423
424,46431,424
425,39456,425
426,16150,426
427,22789,427
428,34459,428
429,12952,429
430,7724,430
431,2828,431
432,30789,432
433,34784,433
434,43183,434
435,14970,435
436,28488,436
437,27551,437
438,29515,438
439,22084,439
440,1974,440
441,3305,441
442,20297,442
443,17893,443
444,9633,444
445,2999,445
446,41982,446
447,46033,447
448,27981,448
449,19115,449
450,6754,450
451,39844,451
452,45314,452
453,10691,453
454,31942,454
455,44477,455
456,25823,456
457,39078,457
458,41420,458
459,42874,459
460,33689,460
461,11026,461
462,23546,462
463,35742,463
464,13943,464
465,12867,465
466,31542,466
467,9533,467
468,39051,468
469,46385,469
470,46564,470
471,19027,471
472,46881,472
473,42522,473
474,181,474
475,42289,475
476,8470,476
477,27931,477
478,8379,478
479,14596,479
480,4176,480
481,122,481
482,12195,482
483,40477,483
484,11215,484
485,23209,485
486,44376,486
487,48826,487
488,4902,488
489,11950,489
490,35123,490
491,18660,491
492,31723,492
493,28073,493
494,34901,494
495,26486,495
496,22019,496
497,46284,497
498,30034,498
499,38222,499
500,30781,500
501,48798,501
502,43723,502
503,47016,503
504,15766,504
505,4201,505
506,32616,506
507,31207,507
508,46711,508
509,42334,509
510,11816,510
511,3204,511
512,22595,512
513,38166,513
514,41587,514
515,43365,515
516,40237,516
517,35697,517
518,40906,518
519,16367,519
520,24422,520
521,29712,521
522,31913,522
523,17231,523
524,4761,524
525,16435,525
526,38017,526
527,6009,527
528,500,528
529,5150,529
530,6439,530
531,39552,531
532,41120,532
533,38882,533
534,2203,534
535,27445,535
536,698,536
537,2286,537
538,47133,538
539,25295,539
540,31005,540
541,47056,541
542,37036,542
543,12517,543
544,49668,544
545,14033,545
546,39819,546
547,25339,547
548,8527,548
549,28829,549
550,9002,550
551,9009,551
552,43687,552
553,11218,553
554,47269,554
555,49158,555
556,4432,556
557,14462,557
558,17772,558
559,28576,559
560,39010,560
561,24208,561
562,10627,562
563,22412,563
564,11986,564
565,20379,565
566,2444,566
567,12220,567
568,4431,568
569,25999,569
570,18827,570
571,43772,571
572,15244,572
573,19631,573
574,14699,574
575,18151,575
576,18942,576
577,3823,577
578,38200,578
579,11419,579
580,35909,580
581,19327,581
582,46905,582
583,2593,583
584,41062,584
585,46326,585
586,610,586
587,17776,587
588,4624,588
589,100,589
590,15513,590
591,910,591
592,5235,592
593,9392,593
594,38578,594
595,20736,595
596,10705,596
597,30268,597
598,37924,598
599,21139,599
600,32314,600
601,24087,601
602,39446,602
603,149,603
604,18835,604
605,45212,605
606,19888,606
607,28645,607
608,22677,608
609,26687,609
610,228,610
611,27257,611
612,35881,612
613,10539,613
614,16746,614
615,47552,615
616,36760,616
617,5485,617
618,2390,618
619,23467,619
620,23237,620
621,37903,621
622,23005,622
623,6868,623
624,5006,624
625,22091,625
626,25864,626
627,16562,627
628,37541,628
629,33225,629
630,8567,630
631,42164,631
632,5024,632
633,17023,633
634,8595,634
635,30627,635
636,1246,636
637,28923,637
638,44394,638
639,27983,639
640,20875,640
641,3118,641
642,10460,642
643,24309,643
644,5373,644
645,16323,645
646,20302,646
647,4158,647
648,7579,648
649,38811,649
650,12773,650
651,31037,651
652,1731,652
653,17605,653
654,18457,654
655,10439,655
656,9580,656
657,44395,657
658,7227,658
659,33249,659
660,30454,660
661,7638,661
662,41641,662
663,25556,663
664,24949,664
665,22250,665
666,38439,666
667,32986,667
668,34266,668
669,7606,669
670,15690,670
671,15824,671
672,24130,672
673,27977,673
674,46450,674
675,23904,675
676,26984,676
677,19043,677
678,25981,678
679,24658,679
680,35145,680
681,40905,681
682,4134,682
683,6228,683
684,10377,684
685,23457,685
686,6025,686
687,13446,687
688,4811,688
689,14113,689
690,27356,690
691,29600,691
692,46830,692
693,40880,693
694,1121,694
695,33450,695
696,36479,696
697,11420,697
698,20680,698
699,32437,699
700,11883,700
701,39428,701
702,42779,702
703,34957,703
704,2124,704
705,37864,705
706,14283,706
707,22761,707
708,6707,708
709,748,709
710,43277,710
711,10596,711
712,32166,712
713,21468,713
714,36280,714
715,35006,715
716,40055,716
717,13891,717
718,28792,718
719,18920,719
720,11210,720
721,47370,721
722,5802,722
723,31825,723
724,9632,724
725,15304,725
726,12578,726
727,20075,727
728,25708,728
729,20728,729
730,8787,730
731,2640,731
732,45597,732
733,28620,733
734,34963,734
735,13503,735
736,31573,736
737,16811,737
738,16440,738
739,22890,739
740,23487,740
741,27960,741
742,35496,742
743,8772,743
744,37940,744
745,17217,745
746,4735,746
747,22388,747
748,29435,748
749,8253,749
750,25517,750
751,3884,751
752,4435,752
753,26015,753
754,43452,754
755,2032,755
756,38209,756
757,48035,757
758,9587,758
759,14221,759
760,35876,760
761,42493,761
762,20483,762
763,35819,763
764,12893,764
765,40422,765
766,3038,766
767,24460,767
768,37995,768
769,10461,769
770,42046,770
771,31754,771
772,24782,772
773,17290,773
774,5640,774
775,16609,775
776,40779,776
777,8257,777
778,45660,778
779,16162,779
780,4383,780
781,26679,781
782,48914,782
783,38721,783
784,46885,784
785,8732,785
786,40164,786
787,42424,787
788,20974,788
789,3506,789
790,25945,790
791,12139,791
792,6465,792
793,14199,793
794,7443,794
795,29615,795
796,11317,796
797,46265,797
798,18973,798
799,6620,799
800,9567,800
801,38635,801
802,15205,802
803,49690,803
804,22190,804
805,397,805
806,16965,806
807,37787,807
808,21192,808
809,24274,809
810,44633,810
811,3324,811
812,23015,812
813,43044,813
814,15286,814
815,7716,815
816,46411,816
817,4159,817
818,39758,818
819,20465,819
820,1647,820
821,22155,821
822,46205,822
823,11916,823
824,29059,824
825,48714,825
826,40774,826
827,8839,827
828,48579,828
829,27025,829
830,7051,830
831,31925,831
832,26158,832
833,34891,833
834,22716,834
835,49108,835
836,23517,836
837,7165,837
838,49953,838
839,25006,839
840,42871,840
841,11616,841
842,29923,842
843,22811,843
844,42153,844
845,20220,845
846,3517,846
847,2960,847
848,25627,848
849,1954,849
850,17408,850
851,32206,851
852,10542,852
853,44467,853
854,29275,854
855,46980,855
856,8871,856
857,34226,857
858,40140,858
859,22051,859
860,36869,860
861,2949,861
862,42065,862
863,9106,863
864,42654,864
865,6050,865
866,42904,866
867,11608,867
868,35679,868
869,23064,869
870,24089,870
871,14176,871
872,34551,872
873,21356,873
874,15895,874
875,29658,875
876,42478,876
877,33862,877
878,49541,878
879,21615,879
880,5319,880
881,10370,881
882,35467,882
883,42623,883
884,6451,884
885,20930,885
886,20588,886
887,47178,887
888,14443,888
889,42324,889
890,39147,890
891,4322,891
892,44749,892
893,15884,893
894,348,894
895,30834,895
896,21020,896
897,37301,897
898,25543,898
899,30370,899
900,5216,900
901,21216,901
902,43608,902
903,3153,903
904,18282,904
905,46206,905
906,21570,906
907,3364,907
908,35350,908
909,33304,909
910,13444,910
911,45155,911
912,48776,912
913,5420,913
914,39005,914
915,27177,915
916,13618,916
917,262,917
918,5324,918
919,46681,919
920,44509,920
921,34046,921
922,11483,922
923,12605,923
924,19279,924
925,47781,925
926,29155,926
927,12544,927
928,38228,928
929,45750,929
930,18597,930
931,30104,931
932,22996,932
933,7900,933
934,12341,934
935,42609,935
936,6988,936
937,48830,937
938,41417,938
939,17771,939
940,29105,940
941,4987,941
942,35089,942
943,49458,943
944,1286,944
945,860,945
946,38371,946
947,34001,947
948,36569,948
949,31214,949
950,9890,950
951,26977,951
952,16037,952
953,43284,953
954,39850,954
955,13532,955
956,33709,956
957,37131,957
958,30106,958
959,21807,959
960,15998,960
961,26464,961
962,13849,962
963,13805,963
964,16298,964
965,2274,965
966,38976,966
967,15013,967
968,32735,968
969,1632,969
970,16217,970
971,39294,971
972,27182,972
973,30797,973
974,33326,974
975,10079,975
976,11949,976
977,13402,977
978,10416,978
979,41635,979
980,37241,980
981,27503,981
982,38769,982
983,24334,983
984,47011,984
985,9208,985
986,14003,986
987,46718,987
988,40088,988
989,25044,989
990,22063,990
991,48334,991
992,3403,992
993,17833,993
994,2602,994
995,2625,995
996,43725,996
997,26384,997
998,29468,998
999,25177,999
1000,3458,1000
1001,24283,1001
1002,29274,1002
1003,15993,1003
1004,22942,1004
1005,36701,1005
1006,34312,1006
1007,13185,1007
1008,37007,1008
1009,5857,1009
1010,17955,1010
1011,36232,1011
1012,47072,1012
1013,16306,1013
1014,9095,1014
1015,4179,1015
1016,47052,1016
1017,41634,1017
1018,11141,1018
1019,34288,1019
1020,22448,1020
1021,5563,1021
1022,20890,1022
1023,18397,1023
1024,26127,1024
1025,28088,1025
1026,5250,1026
1027,23896,1027
1028,23292,1028
1029,39569,1029
1030,24122,1030
1031,5143,1031
1032,41599,1032
1033,48372,1033
1034,5700,1034
1035,6839,1035
1036,19072,1036
1037,16710,1037
1038,17044,1038
1039,14539,1039
1040,392,1040
1041,35915,1041
1042,21154,1042
1043,34042,1043
1044,15395,1044
1045,18995,1045
1046,8082,1046
1047,48148,1047
1048,37531,1048
1049,23278,1049
1050,33099,1050
1051,24470,1051
1052,19382,1052
1053,32787,1053
1054,34627,1054
1055,11703,1055
1056,42886,1056
1057,18295,1057
1058,41422,1058
1059,28658,1059
1060,29413,1060
1061,35927,1061
1062,8990,1062
1063,35638,1063
1064,37215,1064
1065,32221,1065
1066,20399,1066
1067,41683,1067
1068,44907,1068
1069,45355,1069
1070,23792,1070
1071,23227,1071
1072,3727,1072
1073,30192,1073
1074,26755,1074
1075,45835,1075
1076,25235,1076
1077,43140,1077
1078,37991,1078
1079,45453,1079
1080,19291,1080
1081,4363,1081
1082,14603,1082
1083,24138,1083
1084,39876,1084
1085,19586,1085
1086,3602,1086
1087,20122,1087
1088,4306,1088
1089,20776,1089
1090,31537,1090
1091,44810,1091
1092,39650,1092
1093,25582,1093
1094,26344,1094
1095,33756,1095
1096,15683,1096
1097,6174,1097
1098,6864,1098
1099,27316,1099
1100,45401,1100
1101,12458,1101
1102,20634,1102
1103,24182,1103
1104,25825,1104
1105,22815,1105
1106,19089,1106
1107,34653,1107
1108,17417,1108
1109,27419,1109
1110,30687,1110
1111,10206,1111
1112,37776,1112
1113,26102,1113
1114,34682,1114
1115,1645,1115
1116,32414,1116
1117,477,1117
1118,1617,1118
1119,24322,1119
1120,31956,1120
1121,23025,1121
1122,30438,1122
1123,45846,1123
1124,7241,1124
1125,35105,1125
1126,1462,1126
1127,43355,1127
1128,723,1128
1129,12654,1129
1130,34410,1130
1131,12480,1131
1132,17254,1132
1133,23198,1133
1134,11023,1134
1135,10908,1135
1136,6315,1136
1137,21497,1137
1138,27405,1138
1139,29633,1139
1140,38122,1140
1141,48578,1141
1142,14720,1142
1143,13642,1143
1144,3154,1144
1145,19438,1145
1146,42869,1146
1147,10588,1147
1148,10715,1148
1149,16115,1149
1150,11731,1150
1151,44151,1151
1152,722,1152
1153,15869,1153
1154,34981,1154
1155,942,1155
1156,48298,1156
1157,35109,1157
1158,42840,1158
1159,29802,1159
1160,31022,1160
1161,26149,1161
1162,19358,1162
1163,20502,1163
1164,44202,1164
1165,16898,1165
1166,2528,1166
1167,6084,1167
1168,41692,1168
1169,3541,1169
1170,20967,1170
1171,39733,1171
1172,30819,1172
1173,19364,1173
1174,23770,1174
1175,16514,1175
1176,27556,1176
1177,33042,1177
1178,48980,1178
1179,32053,1179
1180,13078,1180
1181,24741,1181
1182,16625,1182
1183,15786,1183
1184,34044,1184
1185,44630,1185
1186,47430,1186
1187,38541,1187
1188,24567,1188
1189,44320,1189
1190,12304,1190
1191,28870,1191
1192,15187,1192
1193,17834,1193
1194,3299,1194
1195,35079,1195
1196,3470,1196
1197,45961,1197
1198,11990,1198
1199,26681,1199
1200,46755,1200
1201,5129,1201
1202,21849,1202
1203,39907,1203
1204,15492,1204
1205,8679,1205
1206,13206,1206
1207,31980,1207
1208,20738,1208
1209,35589,1209
1210,25650,1210
1211,24325,1211
1212,35441,1212
1213,16607,1213
1214,24080,1214
1215,10825,1215
1216,21164,1216
1217,39924,1217
1218,36670,1218
1219,36828,1219
1220,39929,1220
1221,43222,1221
1222,5772,1222
1223,32056,1223
1224,7153,1224
1225,13369,1225
1226,18689,1226
1227,13864,1227
1228,21680,1228
1229,48824,1229
1230,3630,1230
1231,144,1231
1232,49735,1232
1233,26103,1233
1234,47753,1234
1235,4886,1235
1236,15022,1236
1237,34379,1237
1238,48666,1238
1239,18615,1239
1240,20066,1240
1241,31265,1241
1242,10674,1242
1243,7352,1243
1244,49270,1244
1245,24137,1245
1246,34114,1246
1247,44231,1247
1248,30061,1248
1249,5691,1249
1250,32894,1250
1251,36908,1251
1252,27609,1252
1253,47020,1253
1254,49248,1254
1255,29039,1255
1256,8295,1256
1257,27922,1257
1258,27718,1258
1259,9706,1259
1260,12871,1260
1261,39633,1261
1262,48303,1262
1263,38984,1263
1264,34717,1264
1265,47961,1265
1266,37405,1266
1267,19028,1267
1268,16602,1268
1269,44121,1269
1270,44580,1270
1271,34614,1271
1272,824,1272
1273,29697,1273
1274,30397,1274
1275,15793,1275
1276,15708,1276
1277,3258,1277
1278,46594,1278
1279,30139,1279
1280,16723,1280
1281,43602,1281
1282,19277,1282
1283,36308,1283
1284,27530,1284
1285,12166,1285
1286,6491,1286
1287,6766,1287
1288,11223,1288
1289,26609,1289
1290,2091,1290
1291,49619,1291
1292,48917,1292
1293,5766,1293
1294,38717,1294
1295,38198,1295
1296,30071,1296
1297,7054,1297
1298,13257,1298
1299,19961,1299
1300,36340,1300
1301,46295,1301
1302,38600,1302
1303,18431,1303
1304,25986,1304
1305,33522,1305
1306,25053,1306
1307,42662,1307
1308,29024,1308
1309,1896,1309
1310,32465,1310
1311,39209,1311
1312,25777,1312
1313,18729,1313
1314,24021,1314
1315,36023,1315
1316,41101,1316
1317,40330,1317
1318,31539,1318
1319,7079,1319
1320,5887,1320
1321,10739,1321
1322,28110,1322
1323,32177,1323
1324,32162,1324
1325,20451,1325
1326,42593,1326
1327,40094,1327
1328,757,1328
1329,38334,1329
1330,36223,1330
1331,27113,1331
1332,1947,1332
1333,41541,1333
1334,41247,1334
1335,15281,1335
1336,45909,1336
1337,13126,1337
1338,14964,1338
1339,18998,1339
1340,1335,1340
1341,32225,1341
1342,20617,1342
1343,2689,1343
1344,42610,1344
1345,8852,1345
1346,20868,1346
1347,48434,1347
1348,30484,1348
1349,27644,1349
1350,42298,1350
1351,8637,1351
1352,3329,1352
1353,33791,1353
1354,42809,1354
1355,28296,1355
1356,29780,1356
1357,3829,1357
1358,11041,1358
1359,26279,1359
1360,31431,1360
1361,48112,1361
1362,23616,1362
1363,29412,1363
1364,21417,1364
1365,6277,1365
1366,31100,1366
1367,42097,1367
1368,36222,1368
1369,49239,1369
1370,2358,1370
1371,17750,1371
1372,11340,1372
1373,20523,1373
1374,43226,1374
1375,155,1375
1376,1073,1376
1377,46288,1377
1378,6213,1378
1379,38338,1379
1380,26151,1380
1381,16937,1381
1382,2856,1382
1383,15430,1383
1384,46785,1384
1385,35447,1385
1386,15325,1386
1387,21764,1387
1388,46368,1388
1389,46203,1389
1390,35649,1390
1391,37710,1391
1392,11794,1392
1393,22504,1393
1394,10478,1394
1395,20802,1395
1396,44041,1396
1397,27871,1397
1398,7761,1398
1399,32996,1399
1400,16225,1400
1401,29763,1401
1402,4523,1402
1403,4592,1403
1404,488,1404
1405,27518,1405
1406,47993,1406
1407,29174,1407
1408,34785,1408
1409,10977,1409
1410,42748,1410
1411,25520,1411
1412,43186,1412
1413,23700,1413
1414,26442,1414
1415,36794,1415
1416,6580,1416
1417,40098,1417
1418,1867,1418
1419,37464,1419
1420,1141,1420
1421,26023,1421
1422,38180,1422
1423,24876,1423
1424,15570,1424
1425,12707,1425
1426,31916,1426
1427,7612,1427
1428,20369,1428
1429,10549,1429
1430,48619,1430
1431,11655,1431
1432,26952,1432
1433,15591,1433
1434,7907,1434
1435,48284,1435
1436,8058,1436
1437,23238,1437
1438,35364,1438
1439,17519,1439
1440,48900,1440
1441,33637,1441
1442,46110,1442
1443,8107,1443
1444,42055,1444
1445,18509,1445
1446,36068,1446
1447,44367,1447
1448,21069,1448
1449,48802,1449
1450,38399,1450
1451,6479,1451
1452,18049,1452
1453,28847,1453
1454,42224,1454
1455,43236,1455
1456,43006,1456
1457,12860,1457
1458,12270,1458
1459,25162,1459
1460,12373,1460
1461,33830,1461
1462,10532,1462
1463,24081,1463
1464,39754,1464
1465,3802,1465
1466,48326,1466
1467,7012,1467
1468,29977,1468
1469,43704,1469
1470,29926,1470
1471,1353,1471
1472,46920,1472
1473,49143,1473
1474,19423,1474
1475,30156,1475
1476,13217,1476
1477,15279,1477
1478,16838,1478
1479,28652,1479
1480,9852,1480
1481,6559,1481
1482,42442,1482
1483,10374,1483
1484,47560,1484
1485,10326,1485
1486,11252,1486
1487,20172,1487
1488,25462,1488
1489,44267,1489
1490,14160,1490
1491,35104,1491
1492,38939,1492
1493,781,1493
1494,34387,1494
1495,14926,1495
1496,21264,1496
1497,42129,1497
1498,3191,1498
1499,15133,1499
1500,28216,1500
1501,23650,1501
1502,21259,1502
1503,23341,1503
1504,36071,1504
1505,39421,1505
1506,45775,1506
1507,22842,1507
1508,13315,1508
1509,10597,1509
1510,35760,1510
1511,34898,1511
1512,42505,1512
1513,27669,1513
1514,35300,1514
1515,48477,1515
1516,11455,1516
1517,14731,1517
1518,18820,1518
1519,28287,1519
1520,48176,1520
1521,27236,1521
1522,39535,1522
1523,7190,1523
1524,4713,1524
1525,27869,1525
1526,46500,1526
1527,29087,1527
1528,35672,1528
1529,42112,1529
1530,42038,1530
1531,42668,1531
1532,4292,1532
1533,6906,1533
1534,1590,1534
1535,12457,1535
1536,18953,1536
1537,11658,1537
1538,37324,1538
1539,36911,1539
1540,42080,1540
1541,49762,1541
1542,13972,1542
1543,43841,1543
1544,1994,1544
1545,3546,1545
1546,37155,1546
1547,24622,1547
1548,41067,1548
1549,5362,1549
1550,39371,1550
1551,38864,1551
1552,13888,1552
1553,6805,1553
1554,40543,1554
1555,29859,1555
1556,27299,1556
1557,28101,1557
1558,19684,1558
1559,38025,1559
1560,13157,1560
1561,28325,1561
1562,212,1562
1563,16917,1563
1564,39709,1564
1565,6790,1565
1566,31432,1566
1567,39029,1567
1568,19712,1568
1569,26006,1569
1570,48903,1570
1571,23318,1571
1572,48384,1572
1573,37172,1573
1574,641,1574
1575,40687,1575
1576,12082,1576
1577,46073,1577
1578,25813,1578
1579,20526,1579
1580,18723,1580
1581,39382,1581
1582,47964,1582
1583,4283,1583
1584,2696,1584
1585,48928,1585
1586,29641,1586
1587,1218,1587
1588,17604,1588
1589,619,1589
1590,9763,1590
1591,18840,1591
1592,12935,1592
1593,15622,1593
1594,49269,1594
1595,15358,1595
1596,28819,1596
1597,1790,1597
1598,15010,1598
1599,28136,1599
1600,37955,1600
1601,7229,1601
1602,45813,1602
1603,40398,1603
1604,30788,1604
1605,30649,1605
1606,37597,1606
1607,26437,1607
1608,30395,1608
1609,15025,1609
1610,32460,1610
1611,613,1611
1612,39397,1612
1613,11636,1613
1614,32393,1614
1615,47646,1615
1616,3071,1616
1617,40931,1617
1618,25068,1618
1619,25047,1619
1620,107,1620
1621,27982,1621
1622,45758,1622
1623,9816,1623
1624,32401,1624
1625,29572,1625
1626,28198,1626
1627,17128,1627
1628,44284,1628
1629,15280,1629
1630,15858,1630
1631,10036,1631
1632,41393,1632
1633,39391,1633
1634,29365,1634
1635,49970,1635
1636,45200,1636
1637,12824,1637
1638,1190,1638
1639,30327,1639
1640,14303,1640
1641,11303,1641
1642,21842,1642
1643,26243,1643
1644,26751,1644
1645,40592,1645
1646,38260,1646
1647,41581,1647
1648,3446,1648
1649,5135,1649
1650,23438,1650
1651,20248,1651
1652,9643,1652
1653,31589,1653
1654,49566,1654
1655,35664,1655
1656,48109,1656
1657,7849,1657
1658,6435,1658
1659,23547,1659
1660,13150,1660
1661,3408,1661
1662,46623,1662
1663,25326,1663
1664,40754,1664
1665,5175,1665
1666,48328,1666
1667,30319,1667
1668,14251,1668
1669,29842,1669
1670,12319,1670
1671,28883,1671
1672,46417,1672
1673,18893,1673
1674,21534,1674
1675,37567,1675
1676,21153,1676
1677,8292,1677
1678,31641,1678
1679,46909,1679
1680,37157,1680
1681,30736,1681
1682,44203,1682
1683,3442,1683
1684,42850,1684
1685,44400,1685
1686,40485,1686
1687,31258,1687
1688,5933,1688
1689,33114,1689
1690,33363,1690
1691,42638,1691
1692,3120,1692
1693,47969,1693
1694,21596,1694
1695,41396,1695
1696,30160,1696
1697,7026,1697
1698,4347,1698
1699,47769,1699
1700,2140,1700
1701,44489,1701
1702,2040,1702
1703,18575,1703
1704,5098,1704
1705,39635,1705
1706,13562,1706
1707,34071,1707
1708,20918,1708
1709,37175,1709
1710,25394,1710
1711,33302,1711
1712,13365,1712
1713,46342,1713
1714,9765,1714
1715,36896,1715
1716,33026,1716
1717,13981,1717
1718,30890,1718
1719,34184,1719
1720,1524,1720
1721,28904,1721
1722,2322,1722
1723,27010,1723
1724,23534,1724
1725,9546,1725
1726,13620,1726
1727,25929,1727
1728,3926,1728
1729,46137,1729
1730,13096,1730
1731,46207,1731
1732,31399,1732
1733,8634,1733
1734,5281,1734
1735,10856,1735
1736,2736,1736
1737,41444,1737
1738,43948,1738
1739,43374,1739
1740,18335,1740
1741,2215,1741
1742,38741,1742
1743,35989,1743
1744,32675,1744
1745,14792,1745
1746,28938,1746
1747,18563,1747
1748,9662,1748
1749,4948,1749
1750,13213,1750
1751,42915,1751
1752,22471,1752
1753,12358,1753
1754,13896,1754
1755,45042,1755
1756,20729,1756
1757,44787,1757
1758,26138,1758
1759,18455,1759
1760,6207,1760
1761,21106,1761
1762,37290,1762
1763,23013,1763
1764,27615,1764
1765,12178,1765
1766,25560,1766
1767,49634,1767
1768,11001,1768
1769,27354,1769
1770,42029,1770
1771,45821,1771
1772,28775,1772
1773,43554,1773
1774,14911,1774
1775,7434,1775
1776,13673,1776
1777,32308,1777
1778,11706,1778
