,index,review,sentiment
21,39391,excel stori tell cinematographi poignant bite social commentari superb effect well film act howev parallel action present travel adventur though well done time drag littl much hr interrupt flow stori first read book child enjoy part giant tini peopl book lost got float island land yahoo well although adventur plot may sound like child stori fact adult stori full symbol moral decay england time jonathan swift author novel film base upon,1
22,20499,evil men one non cannon film charli bronson made unlik cannon film charli star one fun entertain charli basic tortur brutal peopl hour half thought mr emot wait see one charli goe unnam central american countri show populac whoever mess chuck peopl pay piper one fun cheesi campi brutal sadist good way like one love film recommend worth watch mayb cut hell watch precaut bother,0
23,30819,rememb hitch hike spain get lift turn two flee italian small crook lot outsid law side carri littl portrait jesu pocket protect unjust good bad crimin correct new combin outsid categori use know le valseus give although film real life pictur close experi intens moment soon leav behind go moment whatev come way anoth state mind also danger form life know peopl readi will persecut steal film touch valu stori right wrong moral resurrect individu fight free fals moral conform danger way far go freedom cross moral border peopl peopl will hurt put jail even shoot thing like steal petrol multin oil compani fifth hand car le valseus awaken question moral contradict usual medium messag quit complex,1
24,8595,watch film thirti year ago stuck mind came across dvd hesit long even predilect earli belmondo flick bad surpris movi allow resign public exposur preserv certain memori shock audienc wide hail one chabrol rare cynic work last impress got watch boredom movi realli age style movi sen style flaw script uninspir act presum due lack direct sort product design deserv name le mediocr photographi last least worst edit job seen age make one truli hard stand impress bunch peopl much money equip obvious idea skill realli come surpris one abruptli end chabrol career blame overal bad tast one crap right worthi contend useless wast celluloid ever,0
25,328,sexploit movi era late sixti earli seventi began allow gratuit nuditi mainstream film end legal hardcor porn peak year one love talent actress era monica gayl small fanat cult follow actual abl act unlik mani fill lead role flick subsequ credit prove seemingli deliber fade obscur right career take heighten mystiqu gari graver director also talent probabl talent sexploit genr skill combin monica gayl screen presenc make sandra make woman pleasantli enjoy experi film never drag finger press fast forward button,1
26,39218,definit good idea screenplay ok could better posit bore adventur lover new idea lost world atlanti neg person feel idea much potenti end better adventur bad would much better runtim enjoy lot though cant say bore good good one peopl like adventur anim like sindbad like road el dorado movi also recommend peopl look nice littl adventur nice happi end,1
27,28142,film one favorit christma classic sure fluff relev movi simpli entertain fun becom bad thing movi definit good thing martha stewart appropri would say barbara stanwyck appeal film denni morgan perfectli compliment charm warmth spare assist crew incred charact actor seem disappear sinc sydney greenstreet z cuddl sakal reginald gardin una connor among charact like today one role could better cast bett davi thank refus role beneath right refus would attempt steam roll everyon everyth around complet destroy film stanwyck strong actress wisdom play lightli seldom appeal pitch perfect morgan essenc nice guy part least splashi tendenc overlook skill fact could hold surround distinct charact actor accomplish absolut perfect jefferson jone skip ill advis pointless remak watch bright sparkl holiday gift,1
28,9500,final got around see film recent turn exactli look like first glanc yet anoth hollywood cg live action rehash establish cartoon franchis noth special memor whatsoev design everi way possibl appeal young child immatur adult make heavi use comed devic fart poo eat size theodor butt film would bother lot le obviou step chipmunk even charact found chang wors movi past one distinct person behav like immatur smart alecki child add constantli bounc errat wall especi bother see simon portray way suppos smart seriou nerd act straight man alvin crazi antic pretti much carbon copi alvin one joke film even impli simon think smart realli honestli never heard chipmunk see film would agre opinion film anoth obviou cash grab littl sorri even made fact kid movi excus flaw excus stupid movi degrad classic franchis child insult child kid would deserv someth intellig film,0
29,6481,pas titl time blockbust look someth halfway decent watch say halfway decent film night chose rent give credit leap bound better dracula actual pretti easi say sinc one caper van dien thing lack spade interest cast interest stori good dialog origin suppos everyth spoiler ahead misfit crew vampir hunter one vampir go figur flew around mine coloni mine coloni tri wipe vampir could find crew consist cocki ne er well captain die earli book yet inexperienc first mate aforement vampir vampir hunter typo wannab cowboy realli realli butch asian commando tough guy femal almost sound like cast mtv real world captain die violent confront mob bloodsuck turn lover finer part human anatomi first mate take blah blah blah everyon hate blah blah blah could go said storylin use hundr film genr effect chees michael ironsid movi beyond vampir vampir hunter still typo pretti hot cours wait expo cleavag look elsewher say worst film seen actual rent starship trooper wait one come sci fi channel,0
30,8598,say cinema wizard gore herschel gordon lewi must conced first film trashi blood feast crackerbarrel massacr two thousand maniac last gore gore girl man remain faith muse gleefulli chop bodi young men woman delect camera gore gore exampl someon mutil pasti face pasti clad stripper top bottom club obnoxi ex detect gentri hire hotti cub report assist case film featur remark annoy repetit background music terribl light abysm act repugn charact problemat sound cours lewi patent gross scene thu one stripper face shove boil oil one head rip open anoth face iron nippi cut still anoth bum paddl meat tender entir backsid cover appear buitoni tomato sauc could wrong might ragu film also throw fairli lame humor although line pretti funni exampl learn real name slain stripper suzi creampuff ethel creampuff bottl acid say made poland know thought funni strip club owner henni youngman line cours amus still movi show aunt ethel sister agatha one sickest ever see one surefir crowd plea moment titl card film conclus read announc pride movi,0
31,31221,john water given u genuin enjoy film certainli without shock water esqu moment tamer older cultus stuff pink flamingo pecker harken back john earli mainstream stage remind viewer kind humor evid polyest overal realli fun comedi great moment,1
32,31049,bought video walmart bin think paid bela lugosi made long string rd rate movi small studio case monogram one made bowri boy film wretched film approach level aw last film achiev ed wood classic bride monster plan outer space nonetheless poor film avoid die hard fan old movi junki gave tri besid lesser film actual pretti good one lugosi el mad scientist want keep rather bizarr violent wife aliv serum concoct young bride never realli explain bride must woman even diseas wife see plot never realli hash anyway realli annoy femal report loi lane type without jimmi olsen superman want get bottom appar murder bodi stolen follow clue way doorstep lugosi lugosi home complet craze wife femal assist two strang peopl appar assist son ugli hunchback sex fiend dwarf natur plucki report faint repeatedli throughout film appar narcolepsi good investig journal go hand hand eventu maniac die mostli due hand well conclus report doctor met decid marri natur report dumb cameraman faint occur notic lot faint film mayb slow ponder film fell asleep,0
33,38017,mom one time uncomfort movi watch featur elderli ladi would love nanni becom nastiest mother f ing monster would ever want meet dark night supper nanni eat inner young ladi open movi get sicker goe cross howl brain dead seem come mind describ mom must horror fan stomach watch anim brain dead float boat will switch brain hour let gore pour,1
34,47396,fido cute comedi deserv wider recognit especi consid mainstream crap suppos entertain u day alreadi point hardli real zombi film rather sweet satir employ undead point finger necessarili bloodi scene almost gore way movi present feel good style imagin anyon actual scare turn fido fellow suffer cast gener good felt moss nelson stood humor face rather subdu lot attent detail caught smile benignli sever throughout movi certainli masterpiec cinema strive instead curri succe deliv heart warm black comedi,1
35,29436,first time saw movi thought hell year old kid drive around bizarr place meet bizarr peopl go game call motorama hell yeah enjoy movi lot jordan christoph michael brilliant young actor shame stop act interpret well charact gu movi gu lose eye got tattoo go weird citi act flea drew barrymor meat loaf want ok even tri understand stori movi need one open mind let gu drive journey motorama gu motorama,1
36,44992,take patienc get david lynch eccentr chang life affirm chronicl alvin straight journey stick though move slow straight john deer meet kind stranger along pilgrimag learn much isol age pain regret secret ultim power famili reconcili richard farnsworth cap career year genuin perform sad poetic flinti care sissi spacek match slow daughter rose pine privat loss care dad rare modern film preach posit famili,1
37,41777,peopl must learn watch screen great film base slow care gather detail serv establish person two men passiv yusuf emin toprak countri cousin well describ fear talk woman least three chanc start convers young woman lose mani decad bachelorhood ahead mayb unemploy well mahmut differ case got small town work hard imagin resent slacker like yusuf palpabl leav crumb expens carpet slob shown group friend talk tarkovski among thing note mahmut feel regret slight regret work becom commerci year gulf cousin get wider wider mous trap theme wonder vivid bring compass confus yusuf cold blood problem solv mahmut remind two classic film men drive nut le cousin chabrol rich boy hitlerian pretens play briali alway mind kiss spider woman william hurt figur everybodi mean nuri bilg ceylan take place among dozen import director activ hope futur come reli collabor instead direct write shoot film,1
38,42038,good film one watch number time rich previou comment right much go clear titl board wonder much suffer translat origin nativ languag audienc expect lip read sinc screenplay written author novel base current popular stori audienc alreadi familiar short worth look probabl requir work contemporari viewer origin audienc put alpha video releas tout new organ score music match stori progress way sure start promisingli degener repetit phillip glass like monotoni reflect noth action screen listen turn sound simpli watch much better,1
39,641,emili watson tom wilkinson togeth treat rupert everett linda bassett round support role foursom lie intrigu yet heart charact maintain streak decenc moral conscienc held spite obviou contradict contradict sourc movement life true word watson ann man core intrigu central conscienc three latch decenc undet circumst lie one defend one profession name one hold back due famili partner pressur one simpli want face consequ one iron believ truth lie save friendship precari situat lie intrigu fascin watch tackl truth lie contradict inde spite seem dishonor decenc heart remain strong treatment subject involv charact behav master deliv simpl clariti sensat complex anoth film truth lie credit due fellow write nuanc perform watson wilkinson warmth somehow come seemingli boldfac frustratingli hidden lie beneath human frailti exclud meant well follow along stori turn event provid satisfact smile two man seem grown matur relationship might say obviou action drama thrill scene separ lie yet intrigu hold attent deserv product effort includ cinematographi toni pierc robert veteran merchant ivori film music stanisla syrewicz mood tone reminisc compos zbignew priesner filmmak krzysztof kieslowski troi couleur especi bleu british film might want miss emili watson ann wife break wave debut hilari jacki luzhin defenc gosford park punch drunk love red dragon equilibrium tom wilkinson jame husband full monti gover rush hour villain bedroom normal hbo cabl movi etern sunshin spotless mind recent father moor exorc emili rose opposit laura linney rupert everett bill simpli delight best friend wed opposit julia robert marvel ideal husband oliv parker oscar wild play recent sherlock holm ian hart dr watson pb mysteri sherlock holm case silk stock tv linda bassett maggi effect ella khan opposit om puri east east,1
40,7157,believ actual spent almost three hour life watch must one unbeliev predict cheesi televis movi seen long time hope good special effect action instead spent entir time roll eye yell oh come screen dialog shallow obviou act strain time stori move along funni everyth happen time mention obviou nauseat end seen share disast movi big fan actual think often pull complet unrealist stuff long done fun way definit insult intellig viewer everywher think made movi,0
41,26751,may joke fail seen mani time younger dvd believ laugh time humor simpl fun film one mani small flick disney throw time found part peopl invis loop saw peopl invis express priceless great film opportun ever see aris recommend see good oh fashion laugh favorit charact dexter seri would definit dean higgin love voic hear get upset especi see express end pure hyster,1
42,41964,would think one film whose director read book base fact slightli similar certainli possibl great film base loo book certainli latter former number flaw one tri much like railway child probabl adult would expect author anoth also sought like harri potter music overemphas set noth j k rowl film book noth like harri potter one thought psammead though well voic eddi izzard charact almost gratuit total inappropri environ may miss someth comment made one charact book may refer inaccuraci adapt also need extra charact today special effect could easili use tell stori written saw film two child one know book one know thought right enthusiast one sure mean,0
43,25931,true stori friendship shook south africa awaken world richard attenborough direct bridg far gandhi want bring stori steve biko life journey troubl journalist donald wood went order get stori told film use wood two book inform basi biko ask troubl film take place late south africa south africa grip terribl apartheid keep black separ white classifi white superior race black forc live shantytown outskirt citi town come frequent harass polic armi shown dawn raid shantytown bulldoz arm polic forc way camp beat even kill inhabit introduc donald wood kevin kline editor popular newspap publish neg stori black activist steve biko denzel washington wood goe meet two wari first soon becom good friend biko show horror apartheid system black person point view wood encourag wood speak happen around make desper bring steve biko stori clutch white man south africa world soon steve biko arrest kill prison wood famili dare escap south africa england wood publish book steve biko apartheid first heard cri freedom impress movi complet dedic life steve biko never actual heard steve biko seen film event film realli time stori donald wood journey across border lesotho tri elud south african offici wood put five year type hous arrest steve biko kill order publish manuscript steve biko escap manuscript would consid treason south africa could result wood meet fate similar biko real donald wood wife act consult film denzel washington film first hour disappoint expect see entir movi amaz steve biko captur person read realli well accent sound perfect perform earn oscar nomin best support actor kevin kline deliv excel thought evok perform donald wood penelop wilton excel wife wendi film took place zimbabw needle say problem aros tri film south africa south africa south african gestapo follow film crew everywher got bad vibe pull went neighbour zimbabw instead despit everyth fact apartheid end til seven year later cri freedom ban south africa cinema show movi receiv bomb threat richard attenborough bring horror apartheid screen extrem forc determin hold back end movi show suppos peac protest student shantytown turn massacr polic open fire film end name anti apartheid mover die prison explan death mani explan quit epilepsi hard believ mani either fell top stair suicid hang one ever know realli happen think fair say none men die hand hand other precis hand polic cri freedom must see movi portray stori steve biko also sear devast portray beauti land divid hellish grip racial segreg violenc,1
44,29801,take away part movi present day stick flashback would great stori faith wolf stori relationship best part diaz eccleston wonder brewster ponder sit surpris see blyth danner mom great also look patrick bergen father alway like sleep enemi hippi save world kind film care much recommend see diaz perform alon excel rang use eccleston alway compel wonder,1
45,45649,year old virgin exist world understand world electron store employe tell bos f broadcast video nake as throughout store get reprimand world realli funni go drunk drive smash peopl car world seem okay bos sexual harass underl world full rage offens stereotyp ethnic minor world without funni joke absolut shock seem choru viewer like movi thought everi scene like bad saturday night live sketch funni begin stretch beyond ration thought chest wax scene went forev charact asid carel total one note romant element complet contriv particularli scene keener find porn carel apart lame also found aquariu sequenc total annoy excess hate hate hate movi,0
46,22407,recap doctor markov develop new theori produc energi knowledg might unbal world keep knowledg code secret desper want soviet union kgb side desper want new technolog set scheme motion rescu attempt free markov kgb step take markov secret locat lure reveal secret say sweden work un backup kgb kidnap markov estrang daughter cia send best agent team swedish ninja thwart kgb rescu markov daughter comment cult movi despit good need see movi quit ambiti lack mani area first dark probabl conceal locat bad effect scene hard comprehend see happen second thing lack martial art despit ninja movi sure quit poor qualiti mostli ninja fire automat gun set explos automat gun pose problem seem endless suppli ammunit ninja seem almost immun bullet soviet guard die like fli speak idea ambit foremost actual especi swedish movi decent action scene albeit martial art nice slow motion scene pretti much blood gore interest new weapon technolog make victim heart brain explod mostli part look b movi definit b movi mistak could made expect watch like b movi entertain forget b movi set eighti girl exampl besid wear let say interest cloth lethal dose eye shadow makeup see cult statu ambit enjoy forget,0
47,27489,journey hope trek mani nomad poor turk make could live good life switzerland peopl desper live like western give life live attempt reach promis land mani swindl greedi crook make live charg huge fee desper peopl win situat one famili brave cold treacher mountain rang predatori crimin discov alway shine white light end tunnel problem exist world wide america peopl tend forget heart breaker film leav wonder end highli recommend,1
48,14724,alway like barbara stanwyck perhap hardest work lead actress although movi role memor today rememb tv show big valley stanwyck work much durabl seem would accept role make make movi success director love mani ordinari pictur gain credibl presenc christma connecticut ordinari effort whose plot strain credul even realli christma howev stanwyck denni morgan well suprem charact actor includ sydney greenstreet k sakal plot twist funni moment undoubtedli seem real today begin plot concern magazin writer stanwyck magazin reader believ domest goddess marri child live farm connecticut realli singl live new york citi know noth cook homemak could anyon get away fraud even appar even owner magazin greenstreet deceiv although one would think would long sinc seen though decept stori move stanwyck greenstreet sailor recent surviv sunken ship morgan stanwyck restaurateur friend z sakal find spend christma connecticut farm belong stanwyck boorish boyfriend reginald gardin imagin possibl fraud unwind must gardin want stanwyck marri perpetu rous one wonder stand morgan stanwyck fall suppos engag suppos marri regardless begin seem make believ affair danc cheek cheek steal hors drawn sleigh meanwhil incred naiv greenstreet charact seen stanwyck morgan go togeth still get see one neighbor take back child borrow part decept call cop report kidnap stanwyck morgan arrest steal sleigh hoax begin unwind point movi funni ridicul absurd funni ha ha routin end like screwbal comedi alway good guy get girl presum live happili ever watch movi everi year christma enjoy charact actor best stori reflect way long held fascin barbara stanwyck thank good set christma like percent stanwyck movi would long ago forgotten would get see year anew,1
49,6109,though film okay din think great bit slow tast lot drama much action close end film movi basic dramat film payoff call near end scene dam burst water flood town okay much brief film done okay act decent long run think someth fact littl suspens tension built whole movi least think factor recent watch sequel apocalyps big budget event movi opinion hard act follow term special effect scene destruct result rate killer flood day damn broke,0
50,13503,love screen adapt stone angel stay true novel great film avid reader find worst thing film adapt book somehow get lost translat tell stone angel team care let happen film ellen burstyn excel cast choic role hagar definit movi superstar howev think canadian actress christin horn chosen play hagar younger year also incred job warrant great prais seen horn previou work definit seek see stone angel perform heard canadian theatric releas stone angel go happen spring summer wait see big screen,1
51,17365,see movi class mine talk filmmak found exactli film bomb way creator movi intent call film mm origin film call velvet side hell chang last minut soni pictur mm without let filmmak say matter screw theatric releas doom straight video releas minim advertis filmmak mouth mine realli say truth hype look film velvet side hell bad great god aw would basic b movi like show boob sequel mm film fail terribl,0
52,8119,almost word go film poor lack convict peopl would struggl show commit script uninspir dialogu realli flow sometim case le also back odd scene e g cemetri slow motion walk think might lead somewher seem wast second life plot strang combin gangster situat comedi sure seem good idea time ever case someon need honest scriptwrit martin freeman okay seem one charact alway play begin wonder given script film told react normal final humour remind python think quot shakesper comedi meant humor would put joke well see one wast time watch friend kept hope go get better,0
53,18772,gave star rate stori may fallen short way pictur perform remain strong throughout men honor chang navi diver understand anyon serv branch arm forc probabl feel honor appropri word use titl,1
54,25956,spirit great space coaster year earlier hot fudg one psychedel kid show grew seymour big fuzzi green puppet crescent smile enorm teeth nearli split head recal wear varieti elton john type shade play piano jesu look dude white tux sit next would moral discus song rememb much el except open theme seymour hippi one el know rememb grew jersey produc detroit previou post said local seymour remind lot sherlock squirrel magic garden anoth psychedel kid show ever one peopl alway talk lsd effect music movi seem kid show writer got dose well,1
55,1647,western watch anoth cultur view tradit marriag found marri mesmer delight idea marri stranger mutual arrang parent difficult especi modern age yet case hindi film told humor fresh perspect learn abhay ritika met tradit five day honeymoon said difficult believ cell phone affluent age archaic custom arrang marriag still take place see awkward young coupl feel come togeth first night tri forg bond even though know one anoth see differ view marriag commit present coupl also holiday coupl forti year marri other still unsur make marit commit song witti dialog poignant moment blend comparison new way tradit watch movi subtitl definit lose trueness stori yet still delight watch grant plot littl trite bu incid bit drawn contriv howev overal movi worth watch,1
56,21680,run man great movi fact kinda silli deliv want arni movi action entertain see anyon enjoy pictur silli top almost make fun way probabl one quotabl arni movi,1
57,34287,movi wast except bore scene woman cast gave pretti good show male laughabl krista allen realli rock movi voic seduc sexi scene bed involv krista shorten made watchabl sexier one could krista realli one best role also enact quiet well baddi last minut interest part movi burt reynold good best action star could chosen better script ireal think money,0
58,37062,alway enjoy watch came televis prime time everi year typic hollywood histori epic dramat styliz full inaccuraci entertain movi good look film cecil b demil end life execut produc remak film son law actor anthoni quinn support role beluch film director directori debut swan song never direct film never would demil assembl crew recent work command help quinn pull includ longtim demil associ produc actor henri wilcoxon overse project also command screenwrit jess laski cinematograph loyalk grigg assist director francisco day nd unit director arthur rosson art director walter tyler hal pereira set director sam comer ray moyer costum design edith head john jensen ralph lester costum design team receiv buccan oscar nomin great cast team demil head yul brynner pirat jean lafitt charleton heston futur presid gener andrew jackson also cast charl boyer e g marshal lorn green clair bloom inger steven two hour drag spot make excel battl scene would give,1
59,13357,much sort movi john wayn known play diplomat man get thing done word persuas rather physic action film move quiet realism superfici unexcit stori open mind patient thought movi rich depict intrigu part histori two intertwin stori big stori internalis isolationist japan externalis expansionist america clash interest conflict small human stori outsid barbarian wayn civilis geisha initi hostil dislik turn mutual respect love human stori reflect greater stori two nation movi well done actor play role well two lead role perform perfect john wayn excel townsend harri strike exactli right blend forc negoti deal japanes eiko ando likewis excel geisha titl charm delight interact charact john wayn particularli well portray exactli two individu depict film would behav script well written lack pompos realist depict manner depict event may occur charact real peopl self conscious great figur histori furthermor clash cultur interest portray great skill subtleti inde clash traditionalist tradit power isolationist japan rise newli power nation across ocean summaris well one exchang john wayn local japanes baron wayn complain shipwreck sailor behead land japan pas ship cannot even put port water baron respond japan want left alon wayn charact repli japan increasingli import crossroad intern ship thing continu nation regard noth band brigand infest import roadway real summari way two countri saw right saw wrong result clash two self righteou peopl conflict interest reflect throughout histori continu theme echo present futur cinematographi depict mid nineteenth centuri japan acceler growth toward industrialis follow later centuri excel visual treat enlighten insight japan ancient civilis highli recommend anyon whether john wayn fan watch film get chanc awar action film represent interest place time histori slow boil love stori much surpris come domin person live two main charact watch film merit without preconcept allow immers stori thoroughli enjoy excel film,1
60,15105,tv movi goe show bad film exist reason saw cover ktma mst k super bowl superdom new orlean howev footbal play whatsoev see behind scene look basic noth mani star film made differ realli know watch,0
61,35030,sea great movi expect comedi minut film end comedi laugh point jack walter great togeth addit rue mcclanahan made wonder movi seen,1
