,original_index,current_dataindex
774,13170,774
775,15858,775
776,5111,776
777,7934,777
778,33815,778
779,30106,779
780,20468,780
781,49119,781
782,27782,782
783,8201,783
784,4445,784
785,20776,785
786,6805,786
787,27856,787
788,44057,788
789,4735,789
790,37312,790
791,6213,791
792,5156,792
793,15431,793
794,41180,794
795,35274,795
796,21192,796
797,38222,797
798,17778,798
799,25542,799
800,39545,800
801,17079,801
802,24275,802
803,40651,803
804,12415,804
805,29572,805
806,44477,806
807,13618,807
808,39397,808
809,5199,809
810,16338,810
811,42201,811
812,21106,812
813,22471,813
814,19961,814
815,49274,815
816,1837,816
817,27983,817
818,13417,818
819,12669,819
820,865,820
821,13150,821
822,4977,822
823,46711,823
824,20465,824
825,31221,825
826,32314,826
827,28287,827
828,39410,828
829,6496,829
830,18401,830
831,6344,831
832,17365,832
833,18744,833
834,39510,834
835,38392,835
836,41420,836
837,21527,837
838,23487,838
839,40706,839
840,128,840
841,34114,841
842,35360,842
843,1850,843
844,43222,844
845,34997,845
846,23646,846
847,41842,847
848,25301,848
849,25916,849
850,20066,850
851,43284,851
852,32120,852
853,19947,853
854,40398,854
855,25878,855
856,34796,856
857,47166,857
858,31723,858
859,23888,859
860,36936,860
861,41709,861
862,38355,862
863,30071,863
864,223,864
865,40179,865
866,16609,866
867,15429,867
868,1262,868
869,22741,869
870,46594,870
871,30633,871
872,228,872
873,1430,873
874,14303,874
875,5843,875
876,13817,876
877,11215,877
878,19684,878
879,20299,879
880,25450,880
881,18950,881
882,11274,882
883,3602,883
884,18553,884
885,32146,885
886,907,886
887,39741,887
888,31615,888
889,15843,889
890,25924,890
891,16330,891
892,42224,892
893,488,893
894,27718,894
895,5772,895
896,46227,896
897,31037,897
898,13106,898
899,20536,899
900,44793,900
901,5254,901
902,38394,902
903,39478,903
904,8460,904
905,37686,905
906,1719,906
907,25411,907
908,18973,908
909,12127,909
910,45361,910
911,41436,911
912,1246,912
913,11567,913
914,23547,914
915,15756,915
916,48367,916
917,17487,917
918,42915,918
919,12393,919
920,27617,920
921,39631,921
922,4299,922
923,40094,923
924,45656,924
925,49433,925
926,30484,926
927,6197,927
928,40980,928
929,5136,929
930,19121,930
931,16154,931
932,19828,932
933,43096,933
934,16487,934
935,26648,935
936,31248,936
937,48242,937
938,46262,938
939,24239,939
940,14733,940
941,32308,941
942,38472,942
943,47,943
944,45821,944
945,1450,945
946,9075,946
947,29760,947
948,34996,948
949,29801,949
950,24741,950
951,6012,951
952,27334,952
953,23779,953
954,29644,954
955,33495,955
956,31258,956
957,34952,957
958,49143,958
959,47981,959
960,1645,960
961,3139,961
962,13783,962
963,38251,963
964,45896,964
965,21849,965
966,46220,966
967,13832,967
968,39573,968
969,19483,969
970,18316,970
971,23509,971
972,45314,972
973,13765,973
974,33701,974
975,7362,975
976,48148,976
977,33300,977
978,44244,978
979,15895,979
980,407,980
981,748,981
982,40199,982
983,19527,983
984,21628,984
985,15509,985
986,7579,986
987,4933,987
988,38007,988
989,2736,989
990,42873,990
991,30031,991
992,45355,992
993,41525,993
994,45611,994
995,40555,995
996,11986,996
997,14724,997
998,7850,998
999,18707,999
1000,13735,1000
1001,30370,1001
1002,33031,1002
1003,28355,1003
1004,37464,1004
1005,7058,1005
1006,7544,1006
1007,6988,1007
1008,3694,1008
1009,21680,1009
1010,42371,1010
1011,33356,1011
1012,674,1012
1013,7153,1013
1014,21596,1014
1015,38327,1015
1016,7051,1016
1017,21781,1017
1018,13253,1018
1019,22269,1019
1020,14606,1020
1021,38486,1021
1022,25863,1022
1023,48214,1023
1024,22728,1024
1025,4583,1025
1026,8005,1026
1027,6084,1027
1028,28870,1028
1029,35145,1029
1030,2505,1030
1031,38713,1031
1032,45375,1032
1033,28904,1033
1034,8292,1034
1035,14160,1035
1036,2821,1036
1037,6620,1037
1038,33116,1038
1039,24087,1039
1040,42493,1040
1041,43182,1041
1042,31424,1042
1043,31272,1043
1044,3502,1044
1045,33282,1045
1046,22789,1046
1047,28197,1047
1048,33840,1048
1049,37823,1049
1050,26603,1050
1051,20027,1051
1052,16711,1052
1053,5988,1053
1054,3408,1054
1055,11900,1055
1056,31490,1056
1057,14250,1057
1058,26437,1058
1059,49307,1059
1060,16312,1060
1061,15560,1061
1062,30585,1062
1063,32621,1063
1064,49239,1064
1065,25813,1065
1066,12544,1066
1067,9919,1067
1068,46159,1068
1069,3364,1069
1070,4176,1070
1071,45092,1071
1072,31542,1072
1073,10502,1073
1074,35761,1074
1075,7010,1075
1076,181,1076
1077,23438,1077
1078,28113,1078
1079,38467,1079
1080,22019,1080
1081,28198,1081
1082,37751,1082
1083,921,1083
1084,38721,1084
1085,36555,1085
1086,20521,1086
1087,13380,1087
1088,21518,1088
1089,6465,1089
1090,46265,1090
1091,38438,1091
1092,19735,1092
1093,11448,1093
1094,41161,1094
1095,45597,1095
1096,41241,1096
1097,38260,1097
1098,22480,1098
1099,38125,1099
1100,43895,1100
1101,44032,1101
1102,945,1102
1103,11582,1103
1104,34049,1104
1105,12794,1105
1106,24272,1106
1107,43899,1107
1108,42809,1108
1109,23296,1109
1110,39924,1110
1111,22319,1111
1112,30598,1112
1113,48826,1113
1114,38863,1114
1115,40078,1115
1116,49262,1116
1117,45290,1117
1118,5129,1118
1119,41982,1119
1120,40392,1120
1121,28183,1121
1122,28883,1122
1123,1348,1123
1124,20943,1124
1125,11870,1125
1126,4913,1126
1127,23064,1127
1128,43206,1128
1129,25666,1129
1130,27257,1130
1131,13004,1131
1132,27108,1132
1133,37904,1133
1134,25771,1134
1135,25238,1135
1136,30439,1136
1137,45643,1137
1138,5055,1138
1139,22996,1139
1140,36713,1140
1141,28024,1141
1142,29263,1142
1143,29546,1143
1144,37578,1144
1145,35732,1145
1146,27146,1146
1147,44094,1147
1148,49173,1148
1149,36071,1149
1150,9760,1150
1151,44295,1151
1152,42153,1152
1153,40628,1153
1154,26349,1154
1155,40233,1155
1156,25658,1156
1157,37354,1157
1158,25055,1158
1159,37498,1159
1160,11706,1160
1161,19382,1161
1162,1185,1162
1163,38033,1163
1164,38239,1164
1165,45857,1165
1166,29842,1166
1167,10460,1167
1168,3395,1168
1169,24470,1169
1170,2602,1170
1171,40880,1171
1172,24469,1172
1173,16360,1173
1174,45152,1174
1175,32166,1175
1176,23690,1176
1177,23004,1177
1178,35909,1178
1179,16052,1179
1180,1074,1180
1181,42387,1181
1182,13805,1182
1183,608,1183
1184,30454,1184
1185,29902,1185
1186,22828,1186
1187,26396,1187
1188,6062,1188
1189,38874,1189
1190,46929,1190
1191,7829,1191
1192,12442,1192
1193,24089,1193
1194,10593,1194
1195,4410,1195
1196,42293,1196
1197,49777,1197
1198,11141,1198
1199,46480,1199
1200,40427,1200
1201,26695,1201
1202,8415,1202
1203,42852,1203
1204,40280,1204
1205,42305,1205
1206,5006,1206
1207,46885,1207
1208,22091,1208
1209,45649,1209
1210,44819,1210
1211,18729,1211
1212,18521,1212
1213,16710,1213
1214,15622,1214
1215,27098,1215
1216,32833,1216
1217,36877,1217
1218,37426,1218
1219,7164,1219
1220,34511,1220
1221,36075,1221
1222,35837,1222
1223,1729,1223
1224,5742,1224
1225,39044,1225
1226,45209,1226
1227,34963,1227
1228,35123,1228
1229,11259,1229
1230,11023,1230
1231,12341,1231
1232,43328,1232
1233,47880,1233
1234,14540,1234
1235,43725,1235
1236,24558,1236
1237,22084,1237
1238,43777,1238
1239,19316,1239
1240,6749,1240
1241,39391,1241
1242,7026,1242
1243,1326,1243
1244,19639,1244
1245,48035,1245
1246,49187,1246
1247,37036,1247
1248,22198,1248
1249,29402,1249
1250,16887,1250
1251,610,1251
1252,36808,1252
1253,47340,1253
1254,21843,1254
1255,19072,1255
1256,29416,1256
1257,22144,1257
1258,29452,1258
1259,14399,1259
1260,49815,1260
1261,32735,1261
1262,1980,1262
1263,30810,1263
1264,62,1264
1265,13236,1265
1266,18947,1266
1267,18840,1267
1268,16145,1268
1269,24460,1269
1270,26442,1270
1271,23005,1271
1272,39402,1272
1273,44465,1273
1274,9890,1274
1275,46766,1275
1276,14221,1276
1277,16925,1277
1278,19496,1278
1279,48668,1279
1280,4254,1280
1281,23784,1281
1282,14703,1282
1283,34459,1283
1284,36828,1284
1285,16298,1285
1286,17535,1286
1287,37172,1287
1288,46909,1288
1289,11950,1289
1290,22827,1290
1291,9002,1291
1292,12300,1292
1293,9585,1293
1294,6995,1294
1295,19585,1295
1296,32122,1296
1297,10838,1297
1298,2026,1298
1299,18349,1299
1300,18397,1300
1301,37787,1301
1302,18581,1302
1303,25515,1303
1304,45155,1304
1305,46318,1305
1306,14972,1306
1307,39581,1307
1308,30694,1308
1309,31956,1309
1310,45528,1310
1311,16491,1311
1312,31428,1312
1313,26317,1313
1314,27027,1314
1315,15319,1315
1316,12373,1316
1317,7166,1317
1318,23243,1318
1319,23497,1319
1320,32806,1320
1321,824,1321
1322,31846,1322
1323,4006,1323
1324,12178,1324
1325,49458,1325
1326,32834,1326
1327,22889,1327
1328,42456,1328
1329,7632,1329
1330,3154,1330
1331,13792,1331
1332,25543,1332
1333,28296,1333
1334,6122,1334
1335,23341,1335
1336,44063,1336
1337,39565,1337
1338,39859,1338
1339,2795,1339
1340,47498,1340
1341,20634,1341
1342,28649,1342
1343,21258,1343
1344,46073,1344
1345,37567,1345
1346,38098,1346
1347,43742,1347
1348,17255,1348
1349,43909,1349
1350,43734,1350
1351,5869,1351
1352,35109,1352
1353,22118,1353
1354,15395,1354
1355,34379,1355
1356,28046,1356
1357,547,1357
1358,9906,1358
1359,22656,1359
1360,16164,1360
1361,46385,1361
1362,3850,1362
1363,21437,1363
1364,20379,1364
1365,28652,1365
1366,24927,1366
1367,18795,1367
1368,22781,1368
1369,33085,1369
1370,49338,1370
1371,8952,1371
1372,37349,1372
1373,4673,1373
1374,6754,1374
1375,723,1375
1376,48054,1376
1377,20875,1377
1378,21764,1378
1379,29977,1379
1380,46622,1380
1381,7721,1381
1382,42609,1382
1383,24765,1383
1384,25560,1384
1385,21724,1385
1386,5175,1386
1387,9656,1387
1388,3926,1388
1389,41784,1389
1390,29426,1390
1391,38883,1391
1392,11636,1392
1393,11823,1393
1394,36794,1394
1395,44039,1395
1396,19340,1396
1397,46023,1397
1398,39850,1398
1399,14110,1399
1400,9095,1400
1401,39552,1401
1402,12082,1402
1403,1190,1403
1404,32488,1404
1405,11665,1405
1406,47212,1406
1407,38399,1407
1408,47497,1408
1409,46326,1409
1410,5967,1410
1411,29158,1411
1412,22412,1412
1413,16367,1413
1414,17984,1414
1415,34514,1415
1416,30986,1416
1417,25399,1417
1418,46004,1418
1419,32692,1419
1420,4902,1420
1421,15147,1421
1422,30964,1422
1423,38092,1423
1424,1462,1424
1425,17991,1425
1426,27173,1426
1427,31427,1427
1428,17893,1428
1429,16435,1429
1430,19078,1430
1431,3329,1431
1432,1412,1432
1433,17271,1433
1434,18129,1434
1435,38847,1435
1436,13174,1436
1437,10972,1437
1438,13049,1438
1439,14176,1439
1440,43723,1440
1441,7157,1441
1442,28853,1442
1443,32162,1443
1444,10705,1444
1445,25177,1445
1446,46681,1446
1447,37051,1447
1448,44698,1448
1449,30168,1449
1450,28847,1450
1451,218,1451
1452,30278,1452
1453,32968,1453
1454,9353,1454
1455,19769,1455
1456,19186,1456
1457,11838,1457
1458,38314,1458
1459,33786,1459
1460,22761,1460
1461,14704,1461
1462,27314,1462
1463,19738,1463
1464,9816,1464
1465,37776,1465
1466,11703,1466
1467,24473,1467
1468,49696,1468
1469,38837,1469
1470,4827,1470
1471,6009,1471
1472,25215,1472
1473,23025,1473
1474,23904,1474
1475,29317,1475
1476,27551,1476
1477,6081,1477
1478,4172,1478
1479,2390,1479
1480,34923,1480
1481,30037,1481
1482,46110,1482
1483,32460,1483
1484,26678,1484
1485,34387,1485
1486,2127,1486
1487,38439,1487
1488,48127,1488
1489,16860,1489
1490,14603,1490
1491,21534,1491
1492,12998,1492
1493,37811,1493
1494,36760,1494
1495,26103,1495
1496,3429,1496
1497,2691,1497
1498,19842,1498
1499,39147,1499
1500,17023,1500
1501,28970,1501
1502,1286,1502
1503,4797,1503
1504,44767,1504
1505,6279,1505
1506,17067,1506
1507,20211,1507
1508,41567,1508
1509,33062,1509
1510,20656,1510
1511,3458,1511
1512,12205,1512
1513,30736,1513
1514,25720,1514
1515,46640,1515
1516,29155,1516
1517,6653,1517
1518,17044,1518
1519,24334,1519
1520,13705,1520
1521,36073,1521
1522,39285,1522
1523,40611,1523
1524,27260,1524
1525,12264,1525
1526,12185,1526
1527,5281,1527
1528,15916,1528
1529,34327,1529
1530,31894,1530
1531,11615,1531
1532,39844,1532
1533,45563,1533
1534,32996,1534
1535,47645,1535
1536,6876,1536
1537,24696,1537
1538,12496,1538
1539,38852,1539
1540,28783,1540
1541,4987,1541
1542,37405,1542
1543,14331,1543
1544,5269,1544
1545,40098,1545
1546,22637,1546
1547,20412,1547
1548,28533,1548
1549,39163,1549
1550,39649,1550
1551,21175,1551
1552,33633,1552
1553,20395,1553
1554,19712,1554
1555,21273,1555
1556,7996,1556
1557,40592,1557
1558,28291,1558
1559,8856,1559
1560,41275,1560
1561,47961,1561
1562,25986,1562
1563,6169,1563
1564,18678,1564
1565,8850,1565
1566,18852,1566
1567,14683,1567
1568,33042,1568
1569,34410,1569
1570,23896,1570
1571,21164,1571
1572,34309,1572
1573,40387,1573
1574,9417,1574
1575,47957,1575
1576,23327,1576
1577,40237,1577
1578,31633,1578
1579,9746,1579
1580,36390,1580
1581,16867,1581
1582,43277,1582
1583,17988,1583
1584,15937,1584
1585,25925,1585
1586,9852,1586
1587,38992,1587
1588,8379,1588
1589,37363,1589
1590,46447,1590
1591,15662,1591
1592,8839,1592
1593,27300,1593
1594,26747,1594
1595,43876,1595
1596,6014,1596
1597,44633,1597
1598,11037,1598
1599,48903,1599
1600,45758,1600
1601,9009,1601
1602,21096,1602
1603,16775,1603
1604,21287,1604
1605,19097,1605
1606,48244,1606
1607,36269,1607
1608,30797,1608
1609,37883,1609
1610,37790,1610
1611,23335,1611
1612,45901,1612
1613,12654,1613
1614,41067,1614
1615,4461,1615
1616,18647,1616
1617,41832,1617
1618,17444,1618
1619,8787,1619
1620,12319,1620
1621,46992,1621
1622,40140,1622
1623,21756,1623
1624,38211,1624
1625,2893,1625
1626,32437,1626
1627,38413,1627
1628,616,1628
1629,25583,1629
1630,5486,1630
1631,46944,1631
1632,36222,1632
1633,14273,1633
1634,18615,1634
1635,19586,1635
1636,2929,1636
1637,49587,1637
1638,28365,1638
1639,21957,1639
1640,23238,1640
1641,41297,1641
1642,450,1642
1643,15013,1643
1644,26208,1644
1645,43724,1645
1646,29230,1646
1647,17294,1647
1648,37903,1648
1649,47385,1649
1650,28984,1650
1651,48269,1651
1652,39791,1652
1653,26050,1653
1654,39934,1654
1655,32056,1655
1656,12712,1656
1657,36401,1657
1658,48978,1658
1659,12304,1659
1660,24086,1660
1661,38055,1661
1662,35934,1662
1663,2358,1663
1664,36769,1664
1665,49585,1665
1666,30781,1666
1667,41108,1667
1668,29859,1668
1669,16501,1669
1670,24309,1670
1671,20105,1671
1672,31056,1672
1673,45484,1673
1674,46912,1674
1675,20382,1675
1676,18049,1676
1677,38132,1677
1678,10326,1678
1679,352,1679
1680,43226,1680
1681,44467,1681
1682,44305,1682
1683,49532,1683
1684,44954,1684
1685,24122,1685
1686,10680,1686
1687,24222,1687
1688,659,1688
1689,8614,1689
1690,29293,1690
1691,44565,1691
1692,5758,1692
1693,46431,1693
1694,38318,1694
1695,8583,1695
1696,32946,1696
1697,17957,1697
1698,15398,1698
1699,11975,1699
1700,42068,1700
1701,49535,1701
1702,18430,1702
1703,31754,1703
1704,12166,1704
1705,22657,1705
1706,17151,1706
1707,46461,1707
1708,11981,1708
1709,29963,1709
1710,38454,1710
1711,7326,1711
1712,35697,1712
1713,8661,1713
1714,6214,1714
1715,25444,1715
1716,49921,1716
1717,8990,1717
1718,39481,1718
1719,1366,1719
1720,10691,1720
1721,40485,1721
1722,138,1722
1723,29059,1723
1724,45387,1724
1725,30789,1725
1726,31995,1726
1727,8276,1727
1728,38015,1728
1729,2040,1729
1730,33745,1730
1731,21259,1731
1732,40676,1732
1733,30061,1733
1734,5802,1734
1735,1709,1735
1736,37597,1736
1737,8767,1737
1738,513,1738
1739,16306,1739
1740,11731,1740
1741,24021,1741
1742,22716,1742
1743,18151,1743
1744,36020,1744
1745,38025,1745
1746,11866,1746
1747,6580,1747
1748,48868,1748
1749,44702,1749
1750,13446,1750
1751,5593,1751
1752,9794,1752
1753,24589,1753
1754,41382,1754
1755,25650,1755
1756,31826,1756
1757,34415,1757
1758,45918,1758
1759,41641,1759
1760,3562,1760
1761,10149,1761
1762,20918,1762
1763,10038,1763
1764,3258,1764
1765,8470,1765
1766,9567,1766
1767,49249,1767
1768,24208,1768
1769,24738,1769
1770,4038,1770
1771,10596,1771
1772,40356,1772
1773,42055,1773
1774,28790,1774
1775,39512,1775
1776,38052,1776
1777,23513,1777
1778,38361,1778
